Pore Area (µm²),Equivalent Diameter (µm)
0.08516891214567414,0.3293029409615821
0.12775336821851122,0.4033120880768649
0.08516891214567414,0.3293029409615821
0.5535979289468819,0.8395610609232999
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.3832601046555336,0.6985570278558241
0.17033782429134828,0.465704685237216
0.21292228036418534,0.5206736668152789
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.12775336821851122,0.4033120880768649
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
11.370049771447498,3.8048386292474943
3.1938342054627804,2.0165604403843242
0.5110134728740449,0.8066241761537298
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
2.7254051886615724,1.862818740948864
0.17033782429134828,0.465704685237216
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
3.3641720297541284,2.0696368917215686
5.067550272667611,2.5401191708449153
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.3832601046555336,0.6985570278558241
0.17033782429134828,0.465704685237216
1.9163005232776682,1.5620210004458368
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.12775336821851122,0.4033120880768649
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.7665202093110672,0.9879088228847461
0.596182385019719,0.8712536877865313
0.08516891214567414,0.3293029409615821
0.08516891214567414,0.3293029409615821
2.1292228036418535,1.6465147048079105
1.0646114018209267,1.16426171309304
0.04258445607283707,0.232852342618608
0.17033782429134828,0.465704685237216
0.04258445607283707,0.232852342618608
0.12775336821851122,0.4033120880768649
1.0220269457480897,1.1407388496546291
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
1.6607937868406457,1.454162413575585
0.04258445607283707,0.232852342618608
0.2980911925098595,0.6160693907676433
0.08516891214567414,0.3293029409615821
0.34067564858269656,0.6586058819231642
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.21292228036418534,0.5206736668152789
0.17033782429134828,0.465704685237216
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
1.0220269457480897,1.1407388496546291
0.04258445607283707,0.232852342618608
2.427313996151713,1.7579966346354297
1.3627025943307862,1.3172117638463283
0.08516891214567414,0.3293029409615821
0.596182385019719,0.8712536877865313
0.12775336821851122,0.4033120880768649
1.4052870504036232,1.3376348695657307
0.08516891214567414,0.3293029409615821
0.25550673643702243,0.5703694248273146
0.2980911925098595,0.6160693907676433
0.9368580336024155,1.0921742975301238
0.08516891214567414,0.3293029409615821
0.17033782429134828,0.465704685237216
0.17033782429134828,0.465704685237216
0.04258445607283707,0.232852342618608
0.3832601046555336,0.6985570278558241
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.2980911925098595,0.6160693907676433
0.12775336821851122,0.4033120880768649
0.21292228036418534,0.5206736668152789
0.04258445607283707,0.232852342618608
0.8516891214567414,1.0413473336305579
0.04258445607283707,0.232852342618608
0.25550673643702243,0.5703694248273146
0.17033782429134828,0.465704685237216
1.234949226112275,1.2539482407285538
0.08516891214567414,0.3293029409615821
0.6813512971653931,0.931409370474432
0.17033782429134828,0.465704685237216
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.17033782429134828,0.465704685237216
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
0.3832601046555336,0.6985570278558241
0.08516891214567414,0.3293029409615821
0.12775336821851122,0.4033120880768649
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
0.08516891214567414,0.3293029409615821
1.831131611131994,1.5269149219612288
0.21292228036418534,0.5206736668152789
4.343614519429381,2.35169338418581
0.12775336821851122,0.4033120880768649
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.12775336821851122,0.4033120880768649
0.04258445607283707,0.232852342618608
0.7665202093110672,0.9879088228847461
0.25550673643702243,0.5703694248273146
0.8942735775295785,1.067063485797563
0.46842901680120774,0.7722838520212045
16.09692439553241,4.527166960584072
0.08516891214567414,0.3293029409615821
0.8942735775295785,1.067063485797563
11.029374122864802,3.747403806225073
0.08516891214567414,0.3293029409615821
1.0646114018209267,1.16426171309304
0.08516891214567414,0.3293029409615821
16.82086014877064,4.627848778630799
3.49192539797264,2.108567642729025
2.8531585568800835,1.9059785680902164
0.8516891214567414,1.0413473336305579
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
0.08516891214567414,0.3293029409615821
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.7665202093110672,0.9879088228847461
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
1.0220269457480897,1.1407388496546291
0.34067564858269656,0.6586058819231642
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.17033782429134828,0.465704685237216
0.21292228036418534,0.5206736668152789
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.12775336821851122,0.4033120880768649
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.17033782429134828,0.465704685237216
0.04258445607283707,0.232852342618608
0.21292228036418534,0.5206736668152789
0.17033782429134828,0.465704685237216
0.2980911925098595,0.6160693907676433
0.5535979289468819,0.8395610609232999
0.34067564858269656,0.6586058819231642
0.25550673643702243,0.5703694248273146
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.12775336821851122,0.4033120880768649
1.6607937868406457,1.454162413575585
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
2.895743012952921,1.920149607578067
0.04258445607283707,0.232852342618608
0.12775336821851122,0.4033120880768649
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.12775336821851122,0.4033120880768649
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
2.342145084006039,1.7268791910448016
0.04258445607283707,0.232852342618608
0.3832601046555336,0.6985570278558241
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
1.788547155059157,1.5090556535280242
0.04258445607283707,0.232852342618608
3.619678766191151,2.146792524757052
0.12775336821851122,0.4033120880768649
0.34067564858269656,0.6586058819231642
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
1.0646114018209267,1.16426171309304
0.04258445607283707,0.232852342618608
0.21292228036418534,0.5206736668152789
1.3201181382579492,1.296466975033372
0.08516891214567414,0.3293029409615821
0.34067564858269656,0.6586058819231642
0.8516891214567414,1.0413473336305579
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
0.21292228036418534,0.5206736668152789
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
0.08516891214567414,0.3293029409615821
0.08516891214567414,0.3293029409615821
0.04258445607283707,0.232852342618608
1.9588849793505052,1.5792814249831428
6.600590691289746,2.8989882867581422
0.04258445607283707,0.232852342618608
0.25550673643702243,0.5703694248273146
0.4258445607283707,0.7363437611806976
0.5110134728740449,0.8066241761537298
0.04258445607283707,0.232852342618608
2.6828207325887354,1.8482081723029302
7.494864268819324,3.089135408084818
0.3832601046555336,0.6985570278558241
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
6.302499498779886,2.832771009545264
0.08516891214567414,0.3293029409615821
1.6607937868406457,1.454162413575585
0.46842901680120774,0.7722838520212045
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
0.04258445607283707,0.232852342618608
